ContigName	GO
4740061	GO:0005509
4740077	GO:0005814, GO:0005813, GO:0005737, GO:0005829, GO:0000923, GO:0008275, GO:0016020, GO:0005827, GO:0005819, GO:0005816, GO:0043015, GO:0005200, GO:0005198, GO:0051298, GO:0031122, GO:0000086, GO:0051415, GO:0007126, GO:0007020, GO:0000278, GO:0090307, GO:0007338
4740081	GO:0005813, GO:0005737, GO:0005622, GO:0005634, GO:0000242, GO:0005524, GO:0016301, GO:0004708, GO:0046872, GO:0004672, GO:0004674, GO:0004713, GO:0000187, GO:0051301, GO:0006974, GO:0042384, GO:0001822, GO:0000165, GO:0007067, GO:0035264, GO:0006468, GO:2000001, GO:0010212, GO:0007283
4740089	GO:0030054, GO:0005813, GO:0005737, GO:0070062, GO:0005634, GO:0005915, GO:0070097, GO:0090136, GO:0045218
4740093	GO:0005622, GO:0035556
4740095	GO:0009986, GO:0005783, GO:0031012, GO:0005615, GO:0005796, GO:0016020, GO:0004175, GO:0008201, GO:0048406, GO:0004252, GO:0007368, GO:0009100, GO:0032455, GO:0032902, GO:0048011, GO:0016486, GO:0016485, GO:0030510, GO:0032940, GO:0007354
4740101	GO:0015629, GO:0005886, GO:0030017, GO:0003779, GO:0003713, GO:0035025, GO:0051091, GO:0045944, GO:0000060, GO:0006351
4740103	GO:0009897, GO:0005887, GO:0030315, GO:0015467, GO:0010107, GO:0034765
4740109	GO:0005737, GO:0016023, GO:0016874, GO:0061630, GO:0016567
4740115	GO:0000139, GO:0016021, GO:0005622, GO:0008457, GO:0008378, GO:0047256, GO:0007417, GO:0006486
4740121	GO:0016021, GO:0005741, GO:0005739
4740135	GO:0005829, GO:0016021, GO:0005634, GO:0045202, GO:0008021, GO:0017112, GO:0000187, GO:0006915, GO:0060125, GO:1902277, GO:0043547, GO:0043410, GO:0051726, GO:1902041, GO:0032483
4740155	GO:0005634, GO:0030017, GO:0016461, GO:0005524, GO:0003774
4740157	GO:0010369, GO:0005737, GO:0000792, GO:0005634, GO:0016581, GO:0008013, GO:0003682, GO:0003677, GO:0046872, GO:0000978, GO:0043565, GO:0003700, GO:0044212, GO:0001078, GO:0030325, GO:0001658, GO:0048566, GO:0042733, GO:0035136, GO:0008406, GO:0007507, GO:0035137, GO:0016575, GO:0031129, GO:0001822, GO:0072073, GO:0060173, GO:0072309, GO:0003337, GO:0003340, GO:0045879, GO:0000122, GO:0045892, GO:0001843, GO:0022008, GO:0021889, GO:0061034, GO:0021553, GO:0042473, GO:0021983, GO:0090190, GO:0045666, GO:0045944, GO:0045893, GO:0030177, GO:2000177, GO:0006351, GO:0001657, GO:0072092, GO:0003281
4740163	GO:0005524, GO:0016874, GO:0006464
4740165	GO:0005671, GO:0005737, GO:0005634, GO:0004402, GO:0030274, GO:0006325, GO:0000086, GO:0043966
4740171	GO:0016020, GO:0032302, GO:0000228, GO:0005654, GO:0005524, GO:0019237, GO:0003684, GO:0008094, GO:0000406, GO:0019899, GO:0000404, GO:0000403, GO:0006281, GO:0043570, GO:0000710, GO:0006298, GO:0045910, GO:0051096, GO:0007131, GO:0016447
4740183	GO:0005634, GO:0003677, GO:0046872, GO:0006355, GO:0006351
4740195	GO:0005634, GO:0031519, GO:0008270, GO:0006355, GO:0006351
4740199	GO:0005622, GO:0046872, GO:0005089, GO:0035023, GO:0007264
4740201	GO:0000139, GO:0016021, GO:0008375, GO:0006486
4740205	GO:0005814, GO:0005813, GO:0005829, GO:0008022, GO:0007099, GO:0010457, GO:0000086, GO:0000278, GO:0006996
4740211	GO:0070062, GO:0005634
4740217	GO:0005737, GO:0005654, GO:0005634, GO:0017053, GO:0042826, GO:0035939, GO:0001102, GO:0043565, GO:0000988, GO:0000983, GO:0003700, GO:0008134, GO:0009948, GO:0060842, GO:0035910, GO:0060413, GO:0060317, GO:0003214, GO:0014898, GO:0003215, GO:0060411, GO:0060948, GO:0003208, GO:0045165, GO:0090102, GO:0060977, GO:0035912, GO:0003199, GO:0060347, GO:0060716, GO:0014031, GO:0003150, GO:0010667, GO:2000723, GO:0010629, GO:0045746, GO:0010621, GO:0000122, GO:2000820, GO:0060633, GO:2000678, GO:0045892, GO:0061314, GO:0007219, GO:0003151, GO:0060045, GO:0010460, GO:0045944, GO:0065004, GO:0061156, GO:0003184, GO:0045607, GO:2001212, GO:0051145, GO:0006351, GO:0003195, GO:0003186, GO:0036304, GO:0097084, GO:0001570, GO:0055015, GO:0060412, GO:0003222
4740241	GO:0005737, GO:0005768, GO:0016020, GO:0005815, GO:0030496, GO:0000922, GO:0005802, GO:0004869, GO:0016874, GO:0061631, GO:0004842, GO:0006915, GO:0051301, GO:0060711, GO:0007067, GO:0043066, GO:0010951, GO:2001237, GO:0008284, GO:0006468, GO:0016567, GO:0042127, GO:0032465, GO:0060712
4740253	GO:0005789, GO:0016021, GO:0005886, GO:0015194, GO:0051607, GO:0009597, GO:0045087, GO:0015825, GO:0042552, GO:0006658, GO:0008654, GO:1904219, GO:1904222, GO:0006665
4740259	GO:0005737, GO:0005730, GO:0005654, GO:0005524, GO:0003677, GO:0004386, GO:0016874, GO:0008270, GO:0016568, GO:0016567, GO:0006351
4740279	GO:0005737, GO:0005654, GO:0003677, GO:0010467, GO:0006355, GO:0006383
4740291	No_GOcodes
4740297	GO:0005634, GO:0003682, GO:0042393, GO:0070491, GO:0000977, GO:0001106, GO:0003712, GO:0008270, GO:0000122, GO:0006355
4740315	GO:0031252, GO:0071944, GO:0005737, GO:0005881, GO:0045111, GO:0005730, GO:0005634, GO:0035327, GO:0010698, GO:0048487, GO:0003682, GO:0035035, GO:0042393, GO:0035257, GO:0008134, GO:0090630, GO:0001525, GO:0071391, GO:0007030, GO:0031023, GO:0051895, GO:0034260, GO:2000251, GO:0043085, GO:0010595, GO:0051491, GO:0043547, GO:0090316, GO:0045944, GO:2000114, GO:0042594, GO:0006351, GO:0035148
4740335	GO:0035145, GO:0003676, GO:0000166
4740349	GO:0005930, GO:0005856
4740373	GO:0071013, GO:0005737, GO:0016607, GO:0005578, GO:0005681, GO:0071008, GO:0003677, GO:0031214, GO:0000398, GO:0006355, GO:0006396, GO:0000390
4740385	GO:0016021, GO:0016020, GO:0005634, GO:0001558, GO:0030856
4740405	GO:0015629, GO:0005737, GO:0005634, GO:0005886, GO:0005516, GO:0030041, GO:0044782
4740421	GO:0016021
4740423	GO:0005737, GO:0043240, GO:0005654, GO:0005634, GO:0006281, GO:0008585, GO:0036297, GO:0008584, GO:0007140, GO:0006461, GO:0042127
4740453	GO:0005813, GO:0005737, GO:0051297
4740467	GO:0000421, GO:0031410, GO:0030173, GO:0043231, GO:0045134, GO:0006256
4740471	GO:0005887, GO:0005622, GO:0005886, GO:0042101, GO:0005068, GO:0002250, GO:0006968, GO:0007173, GO:0038095, GO:0008543, GO:0045087, GO:0001920, GO:0051051, GO:0048011, GO:0048015, GO:0050850, GO:0050862, GO:0007165, GO:0050852
4740485	GO:0005576, GO:0032580, GO:0000139, GO:0016021, GO:0016020, GO:0047238, GO:0046872, GO:0050510, GO:0060349, GO:0005975, GO:0002063, GO:0030206, GO:0030204, GO:0030203, GO:0030279, GO:0045880, GO:0009954, GO:0031667, GO:0044281, GO:0051923
4740487	GO:0005737, GO:0043231, GO:0000790, GO:0005654, GO:0005634, GO:0005886, GO:0003677, GO:0018024, GO:0008270, GO:0060348, GO:0006325, GO:0036124, GO:0001833, GO:0000122, GO:0006351
4740493	GO:0030054, GO:0031045, GO:0070062, GO:0016021, GO:0005764, GO:0005886, GO:0030672, GO:0043195, GO:0005509, GO:0005544, GO:0030276, GO:0019905, GO:0048791, GO:0001778, GO:0045956, GO:0017158, GO:0050796, GO:0016079
4740495	GO:0030424, GO:0005737, GO:0005829, GO:0030425, GO:0043197, GO:0031901, GO:0070062, GO:0097481, GO:0005634, GO:0097060, GO:0008021, GO:0005774, GO:0052629, GO:0004438, GO:0004725, GO:0008138, GO:0097062, GO:0046855, GO:0032288, GO:0045806, GO:0090394, GO:0031642, GO:2000645, GO:0002091, GO:0048666, GO:0006661, GO:0046856, GO:0006644, GO:2000643, GO:0006470, GO:0051262, GO:0044281
4740503	GO:0005788, GO:0005509
4740509	No_GOcodes
4740515	GO:0005594, GO:0005578
4740535	GO:0031410, GO:0030659, GO:0005829, GO:0016021, GO:0005887, GO:0005886, GO:0017046, GO:0031894, GO:0005000, GO:0019722, GO:0032870, GO:0042631, GO:0007186, GO:0007625, GO:0002125, GO:0042711, GO:0014902, GO:0007621, GO:0051970, GO:0043084, GO:0045777, GO:0030307, GO:0008284, GO:0032849, GO:0007204, GO:0014049, GO:0045819, GO:0010460, GO:0031394, GO:0035815, GO:0003084, GO:0035810, GO:0045907, GO:0051459, GO:0001992, GO:0051412, GO:0010035, GO:0010033, GO:1901652, GO:0035176, GO:0042713, GO:0021537
4740541	GO:0005783, GO:0005789, GO:0016021, GO:0016020, GO:0005791, GO:0051539, GO:0046872, GO:0035598, GO:0061712, GO:0010467, GO:1990145, GO:0035600, GO:0006400, GO:0008033
4740551	GO:0005887, GO:0004222, GO:0008237, GO:0008270, GO:0007283
4740555	GO:0005737
4740567	GO:0016021, GO:0005743, GO:0005741, GO:0005886, GO:0004366, GO:0006637, GO:0016024, GO:0044255, GO:0051607, GO:0055089, GO:0006631, GO:0046474, GO:0070970, GO:0070236, GO:0006654, GO:0055091, GO:0006644, GO:0042104, GO:0040018, GO:0050707, GO:0009749, GO:0044281, GO:0019432
4740587	GO:0048471, GO:0030154, GO:0007275, GO:0007283
4740595	GO:0072562, GO:0009986, GO:0009897, GO:0070062, GO:0005925, GO:0005887, GO:0008305, GO:0005886, GO:0031092, GO:0050840, GO:0042802, GO:0046872, GO:0007411, GO:0007596, GO:0007155, GO:0007160, GO:0030198, GO:0007229, GO:0030168, GO:0070527, GO:0002576, GO:0002687
4740617	GO:0005634, GO:0003677, GO:0046872, GO:0003700, GO:0006355, GO:0006351
4740621	GO:0005622, GO:0005524, GO:0046872, GO:0004674, GO:0035556, GO:0018105
4740643	GO:0000932, GO:0005829, GO:0031251, GO:0005524, GO:0046872, GO:0044822, GO:0004672, GO:0000290, GO:0010467, GO:0006397, GO:0000288, GO:0000289, GO:0010606, GO:0006605, GO:0090503
4740651	GO:0005887, GO:0004930, GO:0009881, GO:0007186, GO:0007602, GO:0018298, GO:0007601
4740653	GO:0031526, GO:0070062, GO:0005887, GO:0016020, GO:0005743, GO:0005886, GO:0005774, GO:0015171, GO:0015174, GO:0003824, GO:0043169, GO:0015184, GO:0003333, GO:0006865, GO:1990822, GO:0015802, GO:0005975, GO:0006520, GO:0006811, GO:0015811, GO:0055085
4740659	GO:0005694, GO:0000775, GO:0000777, GO:0000779, GO:0005737, GO:0005829, GO:0005871, GO:0000776, GO:0016020, GO:0005874, GO:0015630, GO:0030496, GO:1990023, GO:0005634, GO:0005524, GO:0016887, GO:0043515, GO:0003777, GO:0019886, GO:0051315, GO:0007596, GO:0051301, GO:0007059, GO:0051382, GO:0007018, GO:0000278, GO:0007079, GO:0007080, GO:0007275, GO:0045860, GO:0030071, GO:0007264
4740673	GO:0005789, GO:0016021, GO:0016020, GO:0051377, GO:0006501, GO:0044267, GO:0006506, GO:0043687, GO:0016254
4740681	GO:0005737, GO:0005887, GO:0005886, GO:0045499, GO:0030215, GO:0007411, GO:0050919, GO:0048843, GO:0014912, GO:0001755, GO:0030335, GO:0014911, GO:0071526, GO:0021591
4740703	GO:0005901, GO:0005887, GO:0043231, GO:0016020, GO:0043005, GO:0005886, GO:0043235, GO:0005524, GO:0042802, GO:0043559, GO:0005158, GO:0043560, GO:0005520, GO:0031994, GO:0005010, GO:0043548, GO:0004713, GO:0007409, GO:0007420, GO:0008544, GO:0030010, GO:0031017, GO:0006955, GO:0051389, GO:0008286, GO:0048009, GO:0030238, GO:0030879, GO:0043066, GO:0010656, GO:0051898, GO:0043433, GO:0038083, GO:0014065, GO:0048015, GO:0030335, GO:0008284, GO:0032467, GO:0045740, GO:0043410, GO:0045840, GO:0051897, GO:0090031, GO:0060740, GO:0046777, GO:0051291, GO:0051262, GO:0046328, GO:0033197, GO:0007165
4740705	GO:0000785, GO:0005634, GO:0035861, GO:0006974, GO:2000781, GO:0034184, GO:0031334, GO:1990166
4740713	GO:0005737, GO:0005829, GO:0045171, GO:0005730, GO:0005634, GO:0005942, GO:0005886, GO:0016303, GO:0035005, GO:0005524, GO:0035004, GO:0046934, GO:0000187, GO:0002250, GO:0060055, GO:0006914, GO:0007596, GO:0060326, GO:0016477, GO:0006874, GO:0006935, GO:0040016, GO:0001935, GO:0007173, GO:0038095, GO:0038096, GO:0008543, GO:0007186, GO:0007156, GO:0006954, GO:0045087, GO:0008286, GO:0050900, GO:0048011, GO:0014065, GO:0006661, GO:0046854, GO:0036092, GO:0048015, GO:0006644, GO:0030168, GO:0070527, GO:0010508, GO:0010628, GO:0006468, GO:0001952, GO:2000369, GO:0007165, GO:0044281, GO:0050852, GO:0007169, GO:0048010
4740719	GO:0000166, GO:0003723
4740757	GO:0005581, GO:0005596, GO:0005788, GO:0070062, GO:0005576, GO:0005615, GO:0005614, GO:0005578, GO:0005518, GO:0005201, GO:0044822, GO:0030674, GO:0030574, GO:0030199, GO:0022617, GO:0030198, GO:0048873, GO:0061050, GO:0016337, GO:0003229
4740759	GO:0005634, GO:0003677
4740761	GO:0015630, GO:0000790, GO:0005730, GO:0005654, GO:0005634, GO:0048754, GO:0044770, GO:0051301, GO:0006974, GO:0007623, GO:0009582, GO:0006281, GO:0006302, GO:0000724, GO:0030324, GO:0007067, GO:0002009, GO:0000122, GO:0045892, GO:0042752, GO:0009628, GO:0006351
4740763	No_GOcodes
4740775	GO:0005576
4740807	GO:0071821, GO:0043240, GO:0005654, GO:0005524, GO:0003682, GO:0003677, GO:0004386, GO:0004518, GO:0006281, GO:0036297, GO:0031297, GO:0000712
4740809	GO:0005794, GO:0005634, GO:0005886, GO:0006355, GO:0006351
4740819	GO:0005737, GO:0005634, GO:0005524, GO:0004709, GO:0046872, GO:0004674, GO:0000186, GO:0006915, GO:0035329, GO:0000165, GO:0006468, GO:0042981, GO:0007346, GO:0023014, GO:0031098
4740823	GO:0005737, GO:0005829, GO:0005739, GO:0005634, GO:0004181, GO:0015631, GO:0008270, GO:0035609, GO:0021702, GO:0001754, GO:0007005, GO:0050905, GO:0021772, GO:0035610
4740833	GO:0012505, GO:0005789, GO:0016021, GO:0005790
4740837	GO:0005737, GO:0035097, GO:0071339, GO:0005654, GO:0005634, GO:0003680, GO:0003682, GO:0001046, GO:0042800, GO:0042802, GO:0070577, GO:0042803, GO:0003700, GO:0044212, GO:0045322, GO:0008270, GO:0009952, GO:0006915, GO:0006325, GO:0032922, GO:0060216, GO:0006306, GO:0035162, GO:0035640, GO:0044648, GO:0051568, GO:0080182, GO:0043984, GO:0051899, GO:0008285, GO:0018026, GO:2001040, GO:0051571, GO:0045944, GO:0045893, GO:0032411, GO:0006461, GO:0071440, GO:1901674, GO:2000615, GO:0048172, GO:0035864, GO:0006366, GO:0008542
4740869	GO:0005634, GO:0003677, GO:0006355
4740875	GO:0005930, GO:0005813, GO:0036064, GO:0097542, GO:0030991, GO:0032391, GO:0001750, GO:0072372, GO:0042384, GO:0035721, GO:0035108, GO:0021532, GO:0006996, GO:0035845, GO:0061512, GO:1902017, GO:0008589, GO:0072001, GO:0060041, GO:0048705
4740885	GO:0034451, GO:0005814, GO:0005654, GO:0043234, GO:0042384
4740905	GO:0097440, GO:0030054, GO:0043197, GO:0043204, GO:0048471, GO:0005886, GO:0014069, GO:0045211, GO:0016874, GO:0045183, GO:0061630, GO:0004842, GO:0008270, GO:0007420, GO:0071230, GO:0007595, GO:0008285, GO:0045746, GO:0007399, GO:0007219, GO:0043065, GO:0060999, GO:0045741, GO:0051491, GO:0048170, GO:0090129, GO:0006513, GO:0007519, GO:0007288, GO:0030317
4740925	GO:0005929, GO:0005737, GO:0030286, GO:0005874, GO:0005524, GO:0016887, GO:0003777, GO:0007018
4740927	GO:0005634, GO:0043565, GO:0003700, GO:0006351
4740933	GO:0005634, GO:0032299, GO:0046872, GO:0003723, GO:0004523, GO:0043137, GO:0006298, GO:0006401, GO:0090502
4740937	GO:0016020, GO:0070330, GO:0020037, GO:0005506
4740941	GO:0016021
4740997	GO:0005737, GO:0005794, GO:0016021, GO:0016020, GO:0005886, GO:0019901, GO:0042169, GO:0002250, GO:0050851, GO:0042113, GO:0006955, GO:0048305, GO:0000188, GO:0035556, GO:0050868
4741007	GO:0008233
4741025	No_GOcodes
4741031	GO:0007165
4741039	GO:0005768, GO:0005794, GO:0016021, GO:0001750, GO:0005886, GO:0005524, GO:0000287, GO:0004012, GO:0007568, GO:0007409, GO:0050908, GO:0042755, GO:0042472, GO:0003011, GO:0008285, GO:0060052, GO:0050884, GO:0048666, GO:0045332, GO:0040018, GO:0010976, GO:0061092, GO:0010996, GO:0010842, GO:0043588
4741057	GO:0005737, GO:0005634, GO:0005524, GO:0042277, GO:0004672, GO:0004711, GO:0045948, GO:0043491, GO:0006468
4741059	GO:0070062, GO:0030496, GO:0000790, GO:0005730, GO:0005654, GO:0005634, GO:0000922, GO:0051539, GO:0005524, GO:0004003, GO:0008094, GO:0003690, GO:0004386, GO:0046872, GO:0003723, GO:0003697, GO:0044267, GO:0030968, GO:0036498, GO:0006139, GO:0007062, GO:0016032
4741063	GO:0005737, GO:0005634, GO:0003677, GO:0046872, GO:0006355, GO:0006351
4741083	GO:0005737, GO:0045171, GO:0005654, GO:0008270, GO:0060348
4741087	No_GOcodes
4741089	GO:0005680, GO:0005813, GO:0005737, GO:0005654, GO:0005876, GO:0007091, GO:0070979
4741095	GO:0005634, GO:0003677, GO:0017112, GO:0043547, GO:0006355, GO:0006351
4741101	GO:0005829, GO:1990130, GO:0005765, GO:0005764, GO:0048471, GO:0005096, GO:0032403, GO:0034198, GO:0035556, GO:0032007, GO:0043547
4741105	GO:0070062, GO:0005622, GO:0016020, GO:0005089, GO:0030334, GO:0007264
4741111	GO:0005884, GO:0030424, GO:0005769, GO:0030426, GO:0016020, GO:0006897, GO:0010923, GO:0006457
4741113	GO:0005777, GO:0003995, GO:0003997, GO:0009055, GO:0000062, GO:0050660, GO:0052890, GO:0033539, GO:0055088
4741133	GO:0005737, GO:0071204, GO:0005730, GO:0005634, GO:0008408, GO:0000175, GO:0071207, GO:0046872, GO:0043022, GO:0019843, GO:0000738, GO:0000467, GO:0031047, GO:0031125
4741157	GO:0000940, GO:0005737, GO:0000123, GO:0016604, GO:0000790, GO:0005654, GO:0005634, GO:0016605, GO:0090575, GO:0005667, GO:0016407, GO:0003682, GO:0000987, GO:0003684, GO:0003677, GO:0004402, GO:0043426, GO:0002039, GO:0000977, GO:0001085, GO:0003713, GO:0008134, GO:0001228, GO:0001078, GO:0001191, GO:0008270, GO:0034644, GO:0030718, GO:0016573, GO:0018076, GO:0000122, GO:0051091, GO:0045944, GO:0045893, GO:0006473, GO:0006355, GO:0048511, GO:0006366
4741173	GO:0005923, GO:0012505, GO:0016020, GO:0007049, GO:0051301
4741181	GO:0005604, GO:0005587, GO:0005201, GO:0007155
4741187	GO:0016324, GO:0016323, GO:0031526, GO:0034707, GO:0030659, GO:0005783, GO:0016021, GO:0005887, GO:0005622, GO:0016020, GO:0031988, GO:0005886, GO:0097225, GO:0012506, GO:0015301, GO:0015106, GO:0005254, GO:0015108, GO:0015562, GO:0015660, GO:0015499, GO:0015659, GO:0019531, GO:0030165, GO:0008271, GO:0015116, GO:0038166, GO:0098656, GO:0015701, GO:0071320, GO:0071332, GO:0071346, GO:1902476, GO:0006821, GO:0042045, GO:0015724, GO:0050892, GO:0051454, GO:0006811, GO:0015797, GO:0019532, GO:0046724, GO:2001150, GO:0070528, GO:0051453, GO:0042391, GO:0048240, GO:1902358, GO:0008272, GO:0030321, GO:0070633, GO:0055085
4741227	GO:0005829, GO:0005783, GO:0000139, GO:0005802, GO:0030154, GO:0044267, GO:0048208, GO:0006888, GO:0061024, GO:0043687, GO:0018279
4741231	GO:0005930, GO:0036064, GO:0005929, GO:0032403, GO:0042073, GO:0045494, GO:0015031
4741237	GO:0005615, GO:0004181, GO:0008270, GO:0006508
4741253	GO:0005911, GO:0005887, GO:0005886, GO:0005509, GO:0007267, GO:0007156, GO:0007399
4741257	GO:0030424, GO:0009925, GO:0009898, GO:0005829, GO:0005769, GO:0005883, GO:0055037, GO:0035612, GO:0001540, GO:0035615, GO:0030276, GO:0050750, GO:0005546, GO:0001784, GO:0030159, GO:0035591, GO:0042982, GO:0042632, GO:0008203, GO:0090205, GO:0048260, GO:0009967, GO:0031623, GO:0006898, GO:0090118, GO:0090003, GO:0043393, GO:0006810
4741267	GO:0000775, GO:0000777, GO:0005737, GO:0005730, GO:0005654, GO:0005634, GO:0003677, GO:0042393, GO:0042802, GO:0007049, GO:0034080, GO:0007059, GO:0006334, GO:0051101, GO:0043254
4741291	GO:0005737, GO:0071565, GO:0005654, GO:0016514, GO:0003677, GO:0003713, GO:0048096, GO:0007399, GO:0006351
4741293	GO:0005929, GO:0005856, GO:0005634, GO:0048471, GO:0005886, GO:0004016, GO:0005524, GO:0071890, GO:0000287, GO:0006171, GO:0071241, GO:0003351, GO:0035556, GO:0007283
4741323	GO:0005776, GO:0030424, GO:0005814, GO:0030136, GO:0005737, GO:0030659, GO:0005829, GO:0030425, GO:0005783, GO:0005794, GO:0016234, GO:0005770, GO:0005739, GO:0043025, GO:0071598, GO:0005654, GO:0005634, GO:0014069, GO:0043234, GO:0048487, GO:0050809, GO:0034452, GO:0045505, GO:0042802, GO:0044325, GO:0002039, GO:0005522, GO:0008134, GO:0009952, GO:0008088, GO:0007569, GO:0000052, GO:0008340, GO:0007212, GO:0007029, GO:0016197, GO:0006888, GO:0000132, GO:0007030, GO:0007625, GO:0042445, GO:0030073, GO:0055072, GO:0051938, GO:0019244, GO:0007626, GO:0051028, GO:2000117, GO:2001237, GO:0043524, GO:0021990, GO:0051402, GO:0048666, GO:0021988, GO:0048513, GO:0048341, GO:0045724, GO:0031587, GO:1902857, GO:0006606, GO:0071539, GO:0019805, GO:0046902, GO:0051881, GO:0034047, GO:0048167, GO:0051592, GO:0006890, GO:0035176, GO:0007283, GO:0021756, GO:0000050, GO:0047496, GO:0008542
4741325	GO:0005737, GO:0005886, GO:0003779, GO:0045159, GO:0019901, GO:2000402, GO:0050855
4741327	GO:0005654, GO:0005634, GO:0003677, GO:0003700, GO:0010467, GO:0000122, GO:0038092, GO:0045666, GO:0010470, GO:0006355, GO:0060041, GO:0006367, GO:0006351, GO:0007179
4741339	GO:0009986, GO:0005576, GO:0016021, GO:0005887, GO:0005886, GO:0004252, GO:0007565, GO:0016486, GO:0008217, GO:0035813, GO:0003050
4741347	GO:0005737, GO:0005874, GO:0031514, GO:0030030
4741371	GO:0045177, GO:0016323, GO:0016023, GO:0016021, GO:0004944, GO:0004878, GO:0006935, GO:0038178, GO:0042789, GO:0050679, GO:0070374
4741373	GO:0005096
4741377	No_GOcodes
4741385	No_GOcodes
4741391	GO:0005730, GO:0005634, GO:0005524, GO:0003682, GO:0004386, GO:0000978, GO:0007512, GO:0007628, GO:0048844, GO:0008015, GO:0007417, GO:0016568, GO:0050890, GO:0021545, GO:0035116, GO:0060429, GO:0060324, GO:0030540, GO:0048806, GO:0003007, GO:0001701, GO:0042472, GO:0060173, GO:0043584, GO:0042048, GO:0021772, GO:0021553, GO:0060021, GO:0040018, GO:0060123, GO:0050767, GO:0006355, GO:0060041, GO:0006364, GO:0048752, GO:0007605, GO:0001501, GO:0030217, GO:0006351
4741409	No_GOcodes
4741411	GO:0005737, GO:0070062, GO:0005654, GO:0004198, GO:0004175, GO:0090541, GO:0010634, GO:0097264
4741417	GO:0005654, GO:0003677, GO:0046872, GO:0043565, GO:0003700, GO:0044212, GO:0007275, GO:0006355, GO:0007165, GO:0006366
4741429	GO:0005622, GO:0005085, GO:0007264
4741431	GO:0005578, GO:0005509, GO:0030246, GO:0005540, GO:0007155
4741435	GO:0005737, GO:0005654, GO:0005634, GO:0005524, GO:0046872, GO:0004672, GO:0004674, GO:0004712, GO:0004713, GO:0030036, GO:0048041, GO:0006468, GO:0007283
4741455	No_GOcodes
4741461	GO:0016021
4741473	GO:0034451, GO:0005814, GO:0005813, GO:0036064, GO:0005737, GO:0005829, GO:0016020, GO:0031965, GO:0000242, GO:0043234, GO:0042802, GO:0051297, GO:0042384, GO:0031122, GO:0000086, GO:0022027, GO:0035735, GO:0034453, GO:0034454, GO:0000278, GO:0050768, GO:0001764, GO:0097150, GO:0035058, GO:0006996, GO:0090316, GO:0071539
4741477	GO:0005737, GO:0005634, GO:0000978, GO:0001077, GO:0048477, GO:0001541
4741479	GO:0005737, GO:0005634, GO:0008270, GO:0007275, GO:0007286
4741481	GO:0000151, GO:0051216, GO:0042733, GO:0030326, GO:0002053, GO:0006511, GO:0016055
4741497	GO:0005968, GO:0004663, GO:0017137, GO:0008270, GO:0018344
4741499	GO:0005929, GO:0005654, GO:0005634
4741505	GO:0005737, GO:0005829, GO:0016020, GO:0005654, GO:0005634, GO:0005667, GO:0003682, GO:0000979, GO:0003713, GO:0003714, GO:0001076, GO:0044212, GO:0060449, GO:0000902, GO:0008283, GO:0006974, GO:0071480, GO:0071300, GO:0060242, GO:0003143, GO:0010467, GO:0035329, GO:0030216, GO:0048368, GO:0060487, GO:0030857, GO:2001237, GO:1903507, GO:2000737, GO:0030903, GO:0048339, GO:0090263, GO:0008284, GO:0046622, GO:1902459, GO:0045944, GO:0010837, GO:0072307, GO:0050767, GO:0072091, GO:0035019, GO:0006367, GO:0001570
4741509	GO:0071565, GO:0071564, GO:0000790, GO:0005654, GO:0005634, GO:0016514, GO:0003677, GO:0016922, GO:0003713, GO:0030521, GO:0043044, GO:0003205, GO:0055007, GO:0006338, GO:0048096, GO:0030900, GO:0042921, GO:0030520, GO:0006344, GO:0000122, GO:0001843, GO:0006337, GO:0042766, GO:0003408, GO:0060674, GO:0045893, GO:0006357, GO:1901998, GO:0006351
4741537	GO:0005576
4741545	GO:0005634, GO:0003677, GO:0046872, GO:0000977, GO:0001227, GO:0000122, GO:0006351
4741551	GO:0000139, GO:0016021, GO:0005739, GO:0005385, GO:0061088, GO:0010043, GO:0071577
4741561	GO:0005737, GO:0005871, GO:0005874, GO:0005524, GO:0016887, GO:0003777, GO:0007018
4741567	GO:0000794, GO:0016363, GO:0005886, GO:0005096, GO:0030695, GO:0005057, GO:0009968, GO:0043547, GO:0050790, GO:0008277, GO:0006351
4741571	GO:0005887, GO:0032217, GO:0032218, GO:0007605
4741619	GO:0030122, GO:0030136, GO:0005905, GO:0005737, GO:0005886, GO:0008017, GO:0005543, GO:0017124, GO:0072583, GO:0097320, GO:2000507, GO:2000253, GO:0048260, GO:0002021
4741621	GO:0005737, GO:0071565, GO:0005654, GO:0016514, GO:0003677, GO:0003713, GO:0048096, GO:0007399, GO:0006351
4741669	GO:0005829, GO:0031932, GO:0008047, GO:0019901, GO:0043022, GO:0031532, GO:0009790, GO:0007173, GO:0030010, GO:0030950, GO:0038095, GO:0008543, GO:0045087, GO:0048011, GO:0018105, GO:0048015, GO:0030838, GO:0043085, GO:0001938, GO:0050731, GO:0051897, GO:0032008, GO:0032956, GO:2000114, GO:0010468, GO:0043087, GO:0050727, GO:0033135, GO:0042325, GO:0051896, GO:0031295, GO:0031929, GO:0048010
4741671	GO:0005930, GO:0005856, GO:0005634, GO:0008233, GO:0035082, GO:0060294
4741701	GO:0005737, GO:0042327
4741705	GO:0005524, GO:0004386, GO:0003676, GO:0000712
4741717	GO:0016021, GO:0030154, GO:0007283
4741719	GO:0005783, GO:0005739, GO:0035091, GO:0042981
