"Contig_Name","SNP_Position","goTerm","CC","BP","MF","keywords"
"AgU001221_v1.1",1690,"GO:0015629 // GO:0045177 // GO:0005829 // GO:0043231 // GO:0005886 // GO:0032587 // GO:0044822 // GO:0003723 // GO:0003727 // GO:0000049 // GO:0051607 // GO:0060337","defense response to virus (GO:0051607);type I interferon signaling pathway (GO:0060337);","poly(A) RNA binding (GO:0044822);RNA binding (GO:0003723);single-stranded RNA binding (GO:0003727);tRNA binding (GO:0000049);","actin cytoskeleton (GO:0015629);apical part of cell (GO:0045177);cytosol (GO:0005829);intracellular membrane-bounded organelle (GO:0043231);plasma membrane (GO:0005886);ruffle membrane (GO:0032587);","3D-structure;Alternative splicing;Antiviral defense;Cell membrane;Cell projection;Complete proteome;Immunity;Innate immunity;Membrane;Reference proteome;Repeat;RNA-binding;TPR repeat;tRNA-binding.;"
"AgU001221_v1.1",981,"GO:0015629 // GO:0045177 // GO:0005829 // GO:0043231 // GO:0005886 // GO:0032587 // GO:0044822 // GO:0003723 // GO:0003727 // GO:0000049 // GO:0051607 // GO:0060337","defense response to virus (GO:0051607);type I interferon signaling pathway (GO:0060337);","poly(A) RNA binding (GO:0044822);RNA binding (GO:0003723);single-stranded RNA binding (GO:0003727);tRNA binding (GO:0000049);","actin cytoskeleton (GO:0015629);apical part of cell (GO:0045177);cytosol (GO:0005829);intracellular membrane-bounded organelle (GO:0043231);plasma membrane (GO:0005886);ruffle membrane (GO:0032587);","3D-structure;Alternative splicing;Antiviral defense;Cell membrane;Cell projection;Complete proteome;Immunity;Innate immunity;Membrane;Reference proteome;Repeat;RNA-binding;TPR repeat;tRNA-binding.;"
"AgU001330_v1.1",113,"GO:0005887 // GO:0004888 // GO:0030282 // GO:0046849 // GO:0032922 // GO:0007186 // GO:0045087 // GO:0050710 // GO:0034122 // GO:0001649 // GO:0090263 // GO:0007283 // GO:0016055","bone mineralization (GO:0030282);bone remodeling (GO:0046849);circadian regulation of gene expression (GO:0032922);G-protein coupled receptor signaling pathway (GO:0007186);innate immune response (GO:0045087);negative regulation of cytokine secretion (GO:0050710);negative regulation of toll-like receptor signaling pathway (GO:0034122);osteoblast differentiation (GO:0001649);positive regulation of canonical Wnt signaling pathway (GO:0090263);spermatogenesis (GO:0007283);Wnt signaling pathway (GO:0016055);","transmembrane signaling receptor activity (GO:0004888);","integral component of plasma membrane (GO:0005887);","Biological rhythms;Cell membrane;Complete proteome;Developmental protein;Differentiation;Disulfide bond;G-protein coupled receptor;Glycoprotein;Immunity;Innate immunity;Leucine-rich repeat;Membrane;Phosphoprotein;Receptor;Reference proteome;Repeat;Signal;Spermatogenesis;Transducer;Transmembrane;Transmembrane helix;Wnt signaling pathway.;"
"AgU001418_v1.1",1699,"GO:0005829 // GO:0005783 // GO:0005788 // GO:0005789 // GO:0070062 // GO:0005576 // GO:0005615 // GO:0016021 // GO:0016020 // GO:0004177 // GO:0005151 // GO:0005138 // GO:0070006 // GO:0008235 // GO:0042277 // GO:0008270 // GO:0002250 // GO:0001525 // GO:0019885 // GO:0002474 // GO:0045444 // GO:0006509 // GO:0043171 // GO:0045766 // GO:0008217 // GO:0045088 // GO:0009617","adaptive immune response (GO:0002250);angiogenesis (GO:0001525);antigen processing and presentation of endogenous peptide antigen via MHC class I (GO:0019885);antigen processing and presentation of peptide antigen via MHC class I (GO:0002474);fat cell differentiation (GO:0045444);membrane protein ectodomain proteolysis (GO:0006509);peptide catabolic process (GO:0043171);positive regulation of angiogenesis (GO:0045766);regulation of blood pressure (GO:0008217);regulation of innate immune response (GO:0045088);response to bacterium (GO:0009617);","aminopeptidase activity (GO:0004177);interleukin-1, Type II receptor binding (GO:0005151);interleukin-6 receptor binding (GO:0005138);metalloaminopeptidase activity (GO:0070006);metalloexopeptidase activity (GO:0008235);peptide binding (GO:0042277);zinc ion binding (GO:0008270);","cytosol (GO:0005829);endoplasmic reticulum (GO:0005783);endoplasmic reticulum lumen (GO:0005788);endoplasmic reticulum membrane (GO:0005789);extracellular exosome (GO:0070062);extracellular region (GO:0005576);extracellular space (GO:0005615);integral component of membrane (GO:0016021);membrane (GO:0016020);","3D-structure;Adaptive immunity;Alternative splicing;Aminopeptidase;Complete proteome;Direct protein sequencing;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Hydrolase;Immunity;Membrane;Metal-binding;Metalloprotease;Polymorphism;Protease;Reference proteome;Signal-anchor;Transmembrane;Transmembrane helix;Zinc.;"
"AgU001418_v1.1",495,"GO:0005829 // GO:0005783 // GO:0005788 // GO:0005789 // GO:0070062 // GO:0005576 // GO:0005615 // GO:0016021 // GO:0016020 // GO:0004177 // GO:0005151 // GO:0005138 // GO:0070006 // GO:0008235 // GO:0042277 // GO:0008270 // GO:0002250 // GO:0001525 // GO:0019885 // GO:0002474 // GO:0045444 // GO:0006509 // GO:0043171 // GO:0045766 // GO:0008217 // GO:0045088 // GO:0009617","adaptive immune response (GO:0002250);angiogenesis (GO:0001525);antigen processing and presentation of endogenous peptide antigen via MHC class I (GO:0019885);antigen processing and presentation of peptide antigen via MHC class I (GO:0002474);fat cell differentiation (GO:0045444);membrane protein ectodomain proteolysis (GO:0006509);peptide catabolic process (GO:0043171);positive regulation of angiogenesis (GO:0045766);regulation of blood pressure (GO:0008217);regulation of innate immune response (GO:0045088);response to bacterium (GO:0009617);","aminopeptidase activity (GO:0004177);interleukin-1, Type II receptor binding (GO:0005151);interleukin-6 receptor binding (GO:0005138);metalloaminopeptidase activity (GO:0070006);metalloexopeptidase activity (GO:0008235);peptide binding (GO:0042277);zinc ion binding (GO:0008270);","cytosol (GO:0005829);endoplasmic reticulum (GO:0005783);endoplasmic reticulum lumen (GO:0005788);endoplasmic reticulum membrane (GO:0005789);extracellular exosome (GO:0070062);extracellular region (GO:0005576);extracellular space (GO:0005615);integral component of membrane (GO:0016021);membrane (GO:0016020);","3D-structure;Adaptive immunity;Alternative splicing;Aminopeptidase;Complete proteome;Direct protein sequencing;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Hydrolase;Immunity;Membrane;Metal-binding;Metalloprotease;Polymorphism;Protease;Reference proteome;Signal-anchor;Transmembrane;Transmembrane helix;Zinc.;"
"AgU001418_v1.1",562,"GO:0005829 // GO:0005783 // GO:0005788 // GO:0005789 // GO:0070062 // GO:0005576 // GO:0005615 // GO:0016021 // GO:0016020 // GO:0004177 // GO:0005151 // GO:0005138 // GO:0070006 // GO:0008235 // GO:0042277 // GO:0008270 // GO:0002250 // GO:0001525 // GO:0019885 // GO:0002474 // GO:0045444 // GO:0006509 // GO:0043171 // GO:0045766 // GO:0008217 // GO:0045088 // GO:0009617","adaptive immune response (GO:0002250);angiogenesis (GO:0001525);antigen processing and presentation of endogenous peptide antigen via MHC class I (GO:0019885);antigen processing and presentation of peptide antigen via MHC class I (GO:0002474);fat cell differentiation (GO:0045444);membrane protein ectodomain proteolysis (GO:0006509);peptide catabolic process (GO:0043171);positive regulation of angiogenesis (GO:0045766);regulation of blood pressure (GO:0008217);regulation of innate immune response (GO:0045088);response to bacterium (GO:0009617);","aminopeptidase activity (GO:0004177);interleukin-1, Type II receptor binding (GO:0005151);interleukin-6 receptor binding (GO:0005138);metalloaminopeptidase activity (GO:0070006);metalloexopeptidase activity (GO:0008235);peptide binding (GO:0042277);zinc ion binding (GO:0008270);","cytosol (GO:0005829);endoplasmic reticulum (GO:0005783);endoplasmic reticulum lumen (GO:0005788);endoplasmic reticulum membrane (GO:0005789);extracellular exosome (GO:0070062);extracellular region (GO:0005576);extracellular space (GO:0005615);integral component of membrane (GO:0016021);membrane (GO:0016020);","3D-structure;Adaptive immunity;Alternative splicing;Aminopeptidase;Complete proteome;Direct protein sequencing;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Hydrolase;Immunity;Membrane;Metal-binding;Metalloprotease;Polymorphism;Protease;Reference proteome;Signal-anchor;Transmembrane;Transmembrane helix;Zinc.;"
"AgU001418_v1.1",569,"GO:0005829 // GO:0005783 // GO:0005788 // GO:0005789 // GO:0070062 // GO:0005576 // GO:0005615 // GO:0016021 // GO:0016020 // GO:0004177 // GO:0005151 // GO:0005138 // GO:0070006 // GO:0008235 // GO:0042277 // GO:0008270 // GO:0002250 // GO:0001525 // GO:0019885 // GO:0002474 // GO:0045444 // GO:0006509 // GO:0043171 // GO:0045766 // GO:0008217 // GO:0045088 // GO:0009617","adaptive immune response (GO:0002250);angiogenesis (GO:0001525);antigen processing and presentation of endogenous peptide antigen via MHC class I (GO:0019885);antigen processing and presentation of peptide antigen via MHC class I (GO:0002474);fat cell differentiation (GO:0045444);membrane protein ectodomain proteolysis (GO:0006509);peptide catabolic process (GO:0043171);positive regulation of angiogenesis (GO:0045766);regulation of blood pressure (GO:0008217);regulation of innate immune response (GO:0045088);response to bacterium (GO:0009617);","aminopeptidase activity (GO:0004177);interleukin-1, Type II receptor binding (GO:0005151);interleukin-6 receptor binding (GO:0005138);metalloaminopeptidase activity (GO:0070006);metalloexopeptidase activity (GO:0008235);peptide binding (GO:0042277);zinc ion binding (GO:0008270);","cytosol (GO:0005829);endoplasmic reticulum (GO:0005783);endoplasmic reticulum lumen (GO:0005788);endoplasmic reticulum membrane (GO:0005789);extracellular exosome (GO:0070062);extracellular region (GO:0005576);extracellular space (GO:0005615);integral component of membrane (GO:0016021);membrane (GO:0016020);","3D-structure;Adaptive immunity;Alternative splicing;Aminopeptidase;Complete proteome;Direct protein sequencing;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Hydrolase;Immunity;Membrane;Metal-binding;Metalloprotease;Polymorphism;Protease;Reference proteome;Signal-anchor;Transmembrane;Transmembrane helix;Zinc.;"
"AgU001556_v1.1",162,"GO:0072562 // GO:0005576 // GO:0005615 // GO:0044216 // GO:0005886 // GO:0044822 // GO:0006958 // GO:0045087 // GO:0045959 // GO:0045732 // GO:0030449 // GO:1903027","complement activation, classical pathway (GO:0006958);innate immune response (GO:0045087);negative regulation of complement activation, classical pathway (GO:0045959);positive regulation of protein catabolic process (GO:0045732);regulation of complement activation (GO:0030449);regulation of opsonization (GO:1903027);","poly(A) RNA binding (GO:0044822);","blood microparticle (GO:0072562);extracellular region (GO:0005576);extracellular space (GO:0005615);other organism cell (GO:0044216);plasma membrane (GO:0005886);","3D-structure;Complement pathway;Complete proteome;Direct protein sequencing;Disulfide bond;Glycoprotein;Immunity;Innate immunity;Polymorphism;Reference proteome;Repeat;Secreted;Signal;Sushi.;"
"AgU001556_v1.1",1866,"GO:0072562 // GO:0005576 // GO:0005615 // GO:0044216 // GO:0005886 // GO:0044822 // GO:0006958 // GO:0045087 // GO:0045959 // GO:0045732 // GO:0030449 // GO:1903027","complement activation, classical pathway (GO:0006958);innate immune response (GO:0045087);negative regulation of complement activation, classical pathway (GO:0045959);positive regulation of protein catabolic process (GO:0045732);regulation of complement activation (GO:0030449);regulation of opsonization (GO:1903027);","poly(A) RNA binding (GO:0044822);","blood microparticle (GO:0072562);extracellular region (GO:0005576);extracellular space (GO:0005615);other organism cell (GO:0044216);plasma membrane (GO:0005886);","3D-structure;Complement pathway;Complete proteome;Direct protein sequencing;Disulfide bond;Glycoprotein;Immunity;Innate immunity;Polymorphism;Reference proteome;Repeat;Secreted;Signal;Sushi.;"
"AgU001787_v1.1",1496,"GO:0005737 // GO:0000790 // GO:0005634 // GO:0000978 // GO:0001077 // GO:0006915 // GO:0043374 // GO:0007050 // GO:0035458 // GO:0071260 // GO:0051607 // GO:0060333 // GO:0008285 // GO:0045590 // GO:0045892 // GO:0032728 // GO:0045084 // GO:0045893 // GO:0032481 // GO:2000564 // GO:0050776 // GO:0034124","apoptotic process (GO:0006915);CD8-positive, alpha-beta T cell differentiation (GO:0043374);cell cycle arrest (GO:0007050);cellular response to interferon-beta (GO:0035458);cellular response to mechanical stimulus (GO:0071260);defense response to virus (GO:0051607);interferon-gamma-mediated signaling pathway (GO:0060333);negative regulation of cell proliferation (GO:0008285);negative regulation of regulatory T cell differentiation (GO:0045590);negative regulation of transcription, DNA-templated (GO:0045892);positive regulation of interferon-beta production (GO:0032728);positive regulation of interleukin-12 biosynthetic process (GO:0045084);positive regulation of transcription, DNA-templated (GO:0045893);positive regulation of type I interferon production (GO:0032481);regulation of CD8-positive, alpha-beta T cell proliferation (GO:2000564);regulation of immune response (GO:0050776);regulation of MyD88-dependent toll-like receptor signaling pathway (GO:0034124);","RNA polymerase II core promoter proximal region sequence-specific DNA binding (GO:0000978);transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001077);","cytoplasm (GO:0005737);nuclear chromatin (GO:0000790);nucleus (GO:0005634);","Acetylation;Activator;Antiviral defense;Complete proteome;Cytoplasm;DNA-binding;Immunity;Innate immunity;Isopeptide bond;Nucleus;Phosphoprotein;Reference proteome;Repressor;Transcription;Transcription regulation;Tumor suppressor;Ubl conjugation.;"
"AgU001787_v1.1",1967,"GO:0005737 // GO:0000790 // GO:0005634 // GO:0000978 // GO:0001077 // GO:0006915 // GO:0043374 // GO:0007050 // GO:0035458 // GO:0071260 // GO:0051607 // GO:0060333 // GO:0008285 // GO:0045590 // GO:0045892 // GO:0032728 // GO:0045084 // GO:0045893 // GO:0032481 // GO:2000564 // GO:0050776 // GO:0034124","apoptotic process (GO:0006915);CD8-positive, alpha-beta T cell differentiation (GO:0043374);cell cycle arrest (GO:0007050);cellular response to interferon-beta (GO:0035458);cellular response to mechanical stimulus (GO:0071260);defense response to virus (GO:0051607);interferon-gamma-mediated signaling pathway (GO:0060333);negative regulation of cell proliferation (GO:0008285);negative regulation of regulatory T cell differentiation (GO:0045590);negative regulation of transcription, DNA-templated (GO:0045892);positive regulation of interferon-beta production (GO:0032728);positive regulation of interleukin-12 biosynthetic process (GO:0045084);positive regulation of transcription, DNA-templated (GO:0045893);positive regulation of type I interferon production (GO:0032481);regulation of CD8-positive, alpha-beta T cell proliferation (GO:2000564);regulation of immune response (GO:0050776);regulation of MyD88-dependent toll-like receptor signaling pathway (GO:0034124);","RNA polymerase II core promoter proximal region sequence-specific DNA binding (GO:0000978);transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001077);","cytoplasm (GO:0005737);nuclear chromatin (GO:0000790);nucleus (GO:0005634);","Acetylation;Activator;Antiviral defense;Complete proteome;Cytoplasm;DNA-binding;Immunity;Innate immunity;Isopeptide bond;Nucleus;Phosphoprotein;Reference proteome;Repressor;Transcription;Transcription regulation;Tumor suppressor;Ubl conjugation.;"
"AgU001787_v1.1",693,"GO:0005737 // GO:0000790 // GO:0005634 // GO:0000978 // GO:0001077 // GO:0006915 // GO:0043374 // GO:0007050 // GO:0035458 // GO:0071260 // GO:0051607 // GO:0060333 // GO:0008285 // GO:0045590 // GO:0045892 // GO:0032728 // GO:0045084 // GO:0045893 // GO:0032481 // GO:2000564 // GO:0050776 // GO:0034124","apoptotic process (GO:0006915);CD8-positive, alpha-beta T cell differentiation (GO:0043374);cell cycle arrest (GO:0007050);cellular response to interferon-beta (GO:0035458);cellular response to mechanical stimulus (GO:0071260);defense response to virus (GO:0051607);interferon-gamma-mediated signaling pathway (GO:0060333);negative regulation of cell proliferation (GO:0008285);negative regulation of regulatory T cell differentiation (GO:0045590);negative regulation of transcription, DNA-templated (GO:0045892);positive regulation of interferon-beta production (GO:0032728);positive regulation of interleukin-12 biosynthetic process (GO:0045084);positive regulation of transcription, DNA-templated (GO:0045893);positive regulation of type I interferon production (GO:0032481);regulation of CD8-positive, alpha-beta T cell proliferation (GO:2000564);regulation of immune response (GO:0050776);regulation of MyD88-dependent toll-like receptor signaling pathway (GO:0034124);","RNA polymerase II core promoter proximal region sequence-specific DNA binding (GO:0000978);transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001077);","cytoplasm (GO:0005737);nuclear chromatin (GO:0000790);nucleus (GO:0005634);","Acetylation;Activator;Antiviral defense;Complete proteome;Cytoplasm;DNA-binding;Immunity;Innate immunity;Isopeptide bond;Nucleus;Phosphoprotein;Reference proteome;Repressor;Transcription;Transcription regulation;Tumor suppressor;Ubl conjugation.;"
"AgU001789_v1.1",1102,"GO:0016021 // GO:0015026 // GO:0002250 // GO:0030217 // GO:0045058","adaptive immune response (GO:0002250);T cell differentiation (GO:0030217);T cell selection (GO:0045058);","coreceptor activity (GO:0015026);","integral component of membrane (GO:0016021);","Adaptive immunity;Complete proteome;Disulfide bond;Glycoprotein;Immunity;Immunoglobulin domain;Lipoprotein;Membrane;Palmitate;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix.;"
"AgU001789_v1.1",1391,"GO:0016021 // GO:0015026 // GO:0002250 // GO:0030217 // GO:0045058","adaptive immune response (GO:0002250);T cell differentiation (GO:0030217);T cell selection (GO:0045058);","coreceptor activity (GO:0015026);","integral component of membrane (GO:0016021);","Adaptive immunity;Complete proteome;Disulfide bond;Glycoprotein;Immunity;Immunoglobulin domain;Lipoprotein;Membrane;Palmitate;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix.;"
"AgU001821_v1.1",1362,"GO:0005737 // GO:0005794 // GO:0005654 // GO:0005634 // GO:0005886 // GO:0005524 // GO:0046872 // GO:0004672 // GO:0004697 // GO:0004674 // GO:0002250 // GO:0001525 // GO:0007155 // GO:0008219 // GO:0035924 // GO:0035556 // GO:0098779 // GO:0018105 // GO:0045766 // GO:0043536 // GO:0045785 // GO:0032793 // GO:2000573 // GO:2001028 // GO:0038033 // GO:0010595 // GO:0001938 // GO:0070374 // GO:0045743 // GO:1901727 // GO:0032743 // GO:0032757 // GO:1902533 // GO:0051092 // GO:0033138 // GO:0051091 // GO:0050862 // GO:0045944 // GO:0030949 // GO:0046777 // GO:0089700 // GO:0006468 // GO:0050852 // GO:0048010","adaptive immune response (GO:0002250);angiogenesis (GO:0001525);cell adhesion (GO:0007155);cell death (GO:0008219);cellular response to vascular endothelial growth factor stimulus (GO:0035924);intracellular signal transduction (GO:0035556);mitophagy in response to mitochondrial depolarization (GO:0098779);peptidyl-serine phosphorylation (GO:0018105);positive regulation of angiogenesis (GO:0045766);positive regulation of blood vessel endothelial cell migration (GO:0043536);positive regulation of cell adhesion (GO:0045785);positive regulation of CREB transcription factor activity (GO:0032793);positive regulation of DNA biosynthetic process (GO:2000573);positive regulation of endothelial cell chemotaxis (GO:2001028);positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway (GO:0038033);positive regulation of endothelial cell migration (GO:0010595);positive regulation of endothelial cell proliferation (GO:0001938);positive regulation of ERK1 and ERK2 cascade (GO:0070374);positive regulation of fibroblast growth factor receptor signaling pathway (GO:0045743);positive regulation of histone deacetylase activity (GO:1901727);positive regulation of interleukin-2 production (GO:0032743);positive regulation of interleukin-8 production (GO:0032757);positive regulation of intracellular signal transduction (GO:1902533);positive regulation of NF-kappaB transcription factor activity (GO:0051092);positive regulation of peptidyl-serine phosphorylation (GO:0033138);positive regulation of sequence-specific DNA binding transcription factor activity (GO:0051091);positive regulation of T cell receptor signaling pathway (GO:0050862);positive regulation of transcription from RNA polymerase II promoter (GO:0045944);positive regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030949);protein autophosphorylation (GO:0046777);protein kinase D signaling (GO:0089700);protein phosphorylation (GO:0006468);T cell receptor signaling pathway (GO:0050852);vascular endothelial growth factor receptor signaling pathway (GO:0048010);","ATP binding (GO:0005524);metal ion binding (GO:0046872);protein kinase activity (GO:0004672);protein kinase C activity (GO:0004697);protein serine/threonine kinase activity (GO:0004674);","cytoplasm (GO:0005737);Golgi apparatus (GO:0005794);nucleoplasm (GO:0005654);nucleus (GO:0005634);plasma membrane (GO:0005886);","Adaptive immunity;Angiogenesis;ATP-binding;Cell adhesion;Cell membrane;Complete proteome;Cytoplasm;Golgi apparatus;Immunity;Kinase;Magnesium;Membrane;Metal-binding;Nucleotide-binding;Phosphoprotein;Reference proteome;Repeat;Serine/threonine-protein kinase;Transferase;Zinc;Zinc-finger.;"
"AgU001971_v1.1",1180,"GO:0005737 // GO:0005856 // GO:0005634 // GO:0003779 // GO:0046872 // GO:0033743 // GO:0030041 // GO:0045087 // GO:0030091 // GO:0006979","actin filament polymerization (GO:0030041);innate immune response (GO:0045087);protein repair (GO:0030091);response to oxidative stress (GO:0006979);","actin binding (GO:0003779);metal ion binding (GO:0046872);peptide-methionine (R)-S-oxide reductase activity (GO:0033743);","cytoplasm (GO:0005737);cytoskeleton (GO:0005856);nucleus (GO:0005634);","Complete proteome;Cytoplasm;Cytoskeleton;Immunity;Innate immunity;Metal-binding;Nucleus;Oxidoreductase;Reference proteome;Selenocysteine;Zinc.;"
"AgU001971_v1.1",1740,"GO:0005737 // GO:0005856 // GO:0005634 // GO:0003779 // GO:0046872 // GO:0033743 // GO:0030041 // GO:0045087 // GO:0030091 // GO:0006979","actin filament polymerization (GO:0030041);innate immune response (GO:0045087);protein repair (GO:0030091);response to oxidative stress (GO:0006979);","actin binding (GO:0003779);metal ion binding (GO:0046872);peptide-methionine (R)-S-oxide reductase activity (GO:0033743);","cytoplasm (GO:0005737);cytoskeleton (GO:0005856);nucleus (GO:0005634);","Complete proteome;Cytoplasm;Cytoskeleton;Immunity;Innate immunity;Metal-binding;Nucleus;Oxidoreductase;Reference proteome;Selenocysteine;Zinc.;"
"AgU001971_v1.1",178,"GO:0005737 // GO:0005856 // GO:0005634 // GO:0003779 // GO:0046872 // GO:0033743 // GO:0030041 // GO:0045087 // GO:0030091 // GO:0006979","actin filament polymerization (GO:0030041);innate immune response (GO:0045087);protein repair (GO:0030091);response to oxidative stress (GO:0006979);","actin binding (GO:0003779);metal ion binding (GO:0046872);peptide-methionine (R)-S-oxide reductase activity (GO:0033743);","cytoplasm (GO:0005737);cytoskeleton (GO:0005856);nucleus (GO:0005634);","Complete proteome;Cytoplasm;Cytoskeleton;Immunity;Innate immunity;Metal-binding;Nucleus;Oxidoreductase;Reference proteome;Selenocysteine;Zinc.;"
"AgU001971_v1.1",426,"GO:0005737 // GO:0005856 // GO:0005634 // GO:0003779 // GO:0046872 // GO:0033743 // GO:0030041 // GO:0045087 // GO:0030091 // GO:0006979","actin filament polymerization (GO:0030041);innate immune response (GO:0045087);protein repair (GO:0030091);response to oxidative stress (GO:0006979);","actin binding (GO:0003779);metal ion binding (GO:0046872);peptide-methionine (R)-S-oxide reductase activity (GO:0033743);","cytoplasm (GO:0005737);cytoskeleton (GO:0005856);nucleus (GO:0005634);","Complete proteome;Cytoplasm;Cytoskeleton;Immunity;Innate immunity;Metal-binding;Nucleus;Oxidoreductase;Reference proteome;Selenocysteine;Zinc.;"
"AgU002113_v1.1",1209,"GO:0034045 // GO:0000045 // GO:0045087","autophagosome assembly (GO:0000045);innate immune response (GO:0045087);","No_GOMF","pre-autophagosomal structure membrane (GO:0034045);","Acetylation;Autophagy;Complete proteome;Cytoplasm;Immunity;Innate immunity;Isopeptide bond;Membrane;Reference proteome;Ubl conjugation pathway.;"
"AgU002113_v1.1",451,"GO:0034045 // GO:0000045 // GO:0045087","autophagosome assembly (GO:0000045);innate immune response (GO:0045087);","No_GOMF","pre-autophagosomal structure membrane (GO:0034045);","Acetylation;Autophagy;Complete proteome;Cytoplasm;Immunity;Innate immunity;Isopeptide bond;Membrane;Reference proteome;Ubl conjugation pathway.;"
"AgU002291_v1.1",914,"GO:0005576 // GO:0005509 // GO:0004252 // GO:0006958 // GO:0045087","complement activation, classical pathway (GO:0006958);innate immune response (GO:0045087);","calcium ion binding (GO:0005509);serine-type endopeptidase activity (GO:0004252);","extracellular region (GO:0005576);","Complement pathway;Complete proteome;Disulfide bond;EGF-like domain;Glycoprotein;Hydrolase;Hydroxylation;Immunity;Innate immunity;Phosphoprotein;Protease;Reference proteome;Repeat;Serine protease;Signal;Sushi.;"
"AgU002399_v1.1",132,"GO:0072562 // GO:0070062 // GO:0005576 // GO:0005615 // GO:0031093 // GO:0004867 // GO:0007568 // GO:0008015 // GO:0007596 // GO:0007597 // GO:0006958 // GO:0042730 // GO:0045087 // GO:0001869 // GO:0010951 // GO:0030168 // GO:0002576","aging (GO:0007568);blood circulation (GO:0008015);blood coagulation (GO:0007596);blood coagulation, intrinsic pathway (GO:0007597);complement activation, classical pathway (GO:0006958);fibrinolysis (GO:0042730);innate immune response (GO:0045087);negative regulation of complement activation, lectin pathway (GO:0001869);negative regulation of endopeptidase activity (GO:0010951);platelet activation (GO:0030168);platelet degranulation (GO:0002576);","serine-type endopeptidase inhibitor activity (GO:0004867);","blood microparticle (GO:0072562);extracellular exosome (GO:0070062);extracellular region (GO:0005576);extracellular space (GO:0005615);platelet alpha granule lumen (GO:0031093);","3D-structure;Alternative splicing;Blood coagulation;Complement pathway;Complete proteome;Direct protein sequencing;Disease mutation;Disulfide bond;Fibrinolysis;Glycoprotein;Hemostasis;Immunity;Innate immunity;Polymorphism;Protease inhibitor;Reference proteome;Repeat;Secreted;Serine protease inhibitor;Signal.;"
"AgU002399_v1.1",197,"GO:0072562 // GO:0070062 // GO:0005576 // GO:0005615 // GO:0031093 // GO:0004867 // GO:0007568 // GO:0008015 // GO:0007596 // GO:0007597 // GO:0006958 // GO:0042730 // GO:0045087 // GO:0001869 // GO:0010951 // GO:0030168 // GO:0002576","aging (GO:0007568);blood circulation (GO:0008015);blood coagulation (GO:0007596);blood coagulation, intrinsic pathway (GO:0007597);complement activation, classical pathway (GO:0006958);fibrinolysis (GO:0042730);innate immune response (GO:0045087);negative regulation of complement activation, lectin pathway (GO:0001869);negative regulation of endopeptidase activity (GO:0010951);platelet activation (GO:0030168);platelet degranulation (GO:0002576);","serine-type endopeptidase inhibitor activity (GO:0004867);","blood microparticle (GO:0072562);extracellular exosome (GO:0070062);extracellular region (GO:0005576);extracellular space (GO:0005615);platelet alpha granule lumen (GO:0031093);","3D-structure;Alternative splicing;Blood coagulation;Complement pathway;Complete proteome;Direct protein sequencing;Disease mutation;Disulfide bond;Fibrinolysis;Glycoprotein;Hemostasis;Immunity;Innate immunity;Polymorphism;Protease inhibitor;Reference proteome;Repeat;Secreted;Serine protease inhibitor;Signal.;"
"AgU002399_v1.1",214,"GO:0072562 // GO:0070062 // GO:0005576 // GO:0005615 // GO:0031093 // GO:0004867 // GO:0007568 // GO:0008015 // GO:0007596 // GO:0007597 // GO:0006958 // GO:0042730 // GO:0045087 // GO:0001869 // GO:0010951 // GO:0030168 // GO:0002576","aging (GO:0007568);blood circulation (GO:0008015);blood coagulation (GO:0007596);blood coagulation, intrinsic pathway (GO:0007597);complement activation, classical pathway (GO:0006958);fibrinolysis (GO:0042730);innate immune response (GO:0045087);negative regulation of complement activation, lectin pathway (GO:0001869);negative regulation of endopeptidase activity (GO:0010951);platelet activation (GO:0030168);platelet degranulation (GO:0002576);","serine-type endopeptidase inhibitor activity (GO:0004867);","blood microparticle (GO:0072562);extracellular exosome (GO:0070062);extracellular region (GO:0005576);extracellular space (GO:0005615);platelet alpha granule lumen (GO:0031093);","3D-structure;Alternative splicing;Blood coagulation;Complement pathway;Complete proteome;Direct protein sequencing;Disease mutation;Disulfide bond;Fibrinolysis;Glycoprotein;Hemostasis;Immunity;Innate immunity;Polymorphism;Protease inhibitor;Reference proteome;Repeat;Secreted;Serine protease inhibitor;Signal.;"
